2	5	11	16	23	30	9	8	3	1	2	2	2	6	1	5	3	1	2	7	13	10	30	0	39	7	7	7	3	6	3	4	1	4	4	0	3	2	2	8	13	33	17	12	6	4	6	2	1	1	2	2	2	3	3	7	2	1	2	2	13	5	7	8	8	5	4	0	2	2	1	2	2	2	4	4	2	7	3	6	4	6	3	5	1	3	1	5	3	1	2	2	0	2	3	3	0	3	5	1
2	3	3	9	7	24	17	17	8	8	5	2	1	5	7	3	2	1	2	2	8	9	16	39	0	32	20	4	9	3	3	1	2	4	4	2	3	1	3	11	8	13	23	26	13	10	3	6	3	3	0	2	3	3	1	1	2	2	3	5	8	5	10	12	10	3	2	3	4	0	2	5	3	1	1	4	2	3	1	2	5	1	2	4	1	2	2	0	3	4	1	2	2	1	1	1	2	4	5	5
4	1	4	6	8	7	19	18	15	11	9	7	5	4	3	3	1	2	3	2	4	6	6	7	32	0	30	4	7	4	6	2	6	1	2	1	1	6	5	6	4	10	11	14	26	11	10	4	5	2	3	0	1	4	1	6	1	5	3	5	6	6	3	5	6	4	5	4	1	4	1	2	3	3	2	0	2	2	1	6	5	5	3	1	2	2	3	3	5	1	4	1	1	0	1	4	4	3	5	2
0	1	4	4	5	11	14	20	16	9	4	4	3	5	7	3	4	2	3	2	3	1	5	7	20	30	0	48	16	11	2	5	2	8	3	2	1	2	1	5	5	4	4	14	21	21	21	9	10	3	2	3	3	4	3	1	1	5	2	5	5	9	4	8	8	3	3	3	2	2	1	4	2	5	3	1	1	0	1	5	7	8	3	3	4	1	3	9	2	2	5	1	1	0	0	3	2	2	4	3
3	2	4	2	4	7	11	14	20	15	14	7	8	2	8	5	2	2	3	6	5	4	6	7	4	4	48	0	36	10	9	8	1	4	5	3	0	1	1	3	3	4	8	10	9	13	24	9	11	8	3	2	3	1	2	5	1	1	4	2	2	3	6	6	16	12	3	6	5	3	2	4	2	2	2	1	1	4	3	3	3	2	4	4	4	2	6	2	4	3	4	2	2	0	1	3	3	2	2	2
1	2	3	3	7	6	9	7	18	17	19	6	9	6	4	3	1	2	3	1	4	0	8	3	9	7	16	36	0	35	17	8	2	5	3	6	2	2	2	3	3	5	2	6	10	12	25	24	8	9	13	3	3	0	5	2	5	3	3	1	3	2	5	5	6	7	8	7	5	5	3	3	3	3	3	3	6	0	1	4	3	5	6	2	3	3	2	3	2	1	1	2	3	1	1	2	2	1	1	4
2	4	2	6	1	5	3	9	5	20	25	19	10	7	8	6	5	1	4	3	6	4	3	6	3	4	11	10	35	0	40	19	8	7	6	3	2	2	2	1	3	0	3	4	5	7	8	11	23	18	9	4	3	4	3	5	3	2	2	3	6	1	5	2	5	10	13	5	5	6	6	3	7	2	2	2	0	1	1	0	2	1	6	6	2	2	2	2	7	7	2	4	4	1	2	1	1	3	2	7
1	0	2	3	1	6	3	3	4	10	13	23	17	5	10	7	4	3	2	2	1	4	3	3	3	6	2	9	17	40	0	43	14	8	5	2	5	4	4	1	3	1	3	5	4	5	11	9	21	16	10	11	3	8	3	5	5	5	1	1	3	2	2	4	10	4	2	6	8	6	8	1	1	4	3	2	3	3	2	3	2	1	1	4	3	4	10	3	2	4	2	1	3	5	2	1	5	1	1	4
4	8	5	2	4	3	3	3	3	5	7	15	15	21	7	5	7	4	2	3	2	3	5	4	1	2	5	8	8	19	43	0	43	12	3	3	4	5	3	2	2	3	3	1	7	3	8	10	12	21	21	12	8	8	1	3	3	3	1	1	2	0	1	1	2	4	6	11	4	7	10	6	6	3	2	1	2	1	0	4	1	0	0	5	4	7	4	3	3	5	2	3	6	4	0	3	2	2	0	0
3	3	1	0	1	2	5	1	4	2	2	6	20	20	17	12	10	6	1	5	4	4	0	1	2	6	2	1	2	8	14	43	0	51	11	5	6	4	4	1	1	2	2	4	0	1	3	2	7	9	20	21	15	8	5	4	2	2	5	2	2	2	2	4	1	3	3	7	6	11	9	6	6	3	5	1	1	1	5	5	2	4	1	2	3	1	6	4	7	2	7	2	4	3	0	1	4	1	0	3
2	2	1	4	3	3	1	4	0	0	3	9	10	16	16	22	11	11	5	4	4	6	3	4	4	1	8	4	5	7	8	12	51	0	26	19	14	6	10	5	2	2	4	3	3	2	4	6	12	8	8	19	18	18	2	6	4	2	3	2	5	3	2	2	2	1	1	4	7	13	8	11	11	8	4	6	2	4	1	1	3	4	1	1	2	1	8	2	5	3	4	3	2	7	0	2	0	2	1	4
7	1	3	1	3	3	4	0	2	1	3	5	9	10	14	22	15	8	11	7	4	3	3	4	4	2	3	5	3	6	5	3	11	26	0	35	18	6	12	4	4	10	0	4	4	5	2	1	2	3	9	12	14	30	18	11	5	1	5	5	2	1	3	1	2	5	4	2	4	3	7	3	9	10	6	3	5	0	4	2	2	2	4	4	4	3	4	3	1	3	3	4	2	0	2	1	4	1	1	1
8	5	3	2	3	5	2	1	0	3	2	3	4	5	5	10	15	17	9	9	7	2	4	0	2	1	2	3	6	3	2	3	5	19	35	0	43	11	8	5	7	7	3	1	4	4	5	4	3	4	5	13	14	21	23	17	7	6	5	4	0	3	6	3	4	2	4	3	2	4	4	5	5	9	4	4	2	5	5	2	5	1	2	1	1	3	1	5	3	3	5	2	4	4	5	1	6	4	1	7
5	3	5	3	4	3	2	4	2	7	3	2	2	8	5	8	15	24	13	10	7	5	6	3	3	1	1	0	2	2	5	4	6	14	18	43	0	46	13	12	4	4	2	2	2	3	6	6	10	1	4	5	9	19	29	14	14	9	9	4	3	0	2	2	1	0	1	5	4	5	7	4	8	7	7	5	1	3	2	3	3	3	4	3	2	5	1	1	1	1	4	2	7	2	3	2	6	4	3	1
5	6	8	1	3	3	3	2	1	1	3	4	2	5	3	8	5	12	27	28	8	5	5	2	1	6	2	1	2	2	4	5	4	6	6	11	46	0	42	9	10	2	1	1	2	2	2	4	0	3	5	3	7	10	11	22	24	17	11	5	3	10	0	5	4	2	0	2	3	5	4	3	7	3	11	11	5	6	2	3	2	2	3	6	1	3	3	3	5	2	2	2	7	6	5	4	2	2	0	4
10	8	2	8	2	2	2	4	5	1	3	2	2	4	4	5	3	10	17	16	17	8	3	2	3	5	1	1	2	2	4	3	4	10	12	8	13	42	0	25	10	12	5	4	4	6	5	4	1	3	1	2	4	3	3	9	25	26	14	15	6	4	2	3	4	1	3	4	1	4	3	2	1	6	10	7	9	5	7	2	0	5	5	2	3	3	3	4	5	4	1	2	2	5	4	1	4	8	6	3
3	8	8	9	9	5	4	3	1	3	1	1	3	2	3	1	5	4	7	14	28	25	18	8	11	6	5	3	3	1	1	2	1	5	4	5	12	9	25	0	31	12	16	6	5	2	3	0	0	3	5	3	6	3	3	11	10	15	24	17	3	2	3	1	1	2	5	1	3	1	8	3	2	1	7	8	7	6	3	3	3	2	2	7	3	1	5	3	3	3	1	2	5	5	1	3	2	3	1	1
5	9	4	9	5	7	4	4	4	2	2	0	4	0	1	2	5	9	6	8	8	28	24	13	8	4	5	3	3	3	3	2	1	2	4	7	4	10	10	31	0	37	18	10	4	2	5	2	2	2	1	7	2	0	8	2	10	14	16	24	19	7	3	2	5	3	1	1	5	2	3	4	5	5	3	7	9	8	6	5	8	5	3	4	1	0	3	1	3	4	4	4	5	1	5	4	2	9	3	4
6	4	6	7	5	4	8	3	3	5	1	2	2	3	4	2	2	0	2	8	10	11	11	33	13	10	4	4	5	0	1	3	2	2	10	7	4	2	12	12	37	0	34	10	8	5	5	2	1	3	5	2	4	1	5	4	7	7	9	16	23	16	8	6	3	2	5	1	3	3	3	4	1	4	4	5	6	2	8	6	6	2	3	5	0	2	1	2	3	1	0	3	5	2	3	6	5	9	1	4
6	4	3	7	5	8	5	4	12	5	5	3	0	2	5	2	2	3	1	4	5	7	16	17	23	11	4	8	2	3	3	3	2	4	0	3	2	1	5	16	18	34	0	39	15	6	5	6	0	3	4	4	4	5	2	1	4	1	11	14	18	17	14	7	3	2	5	2	3	5	2	3	6	1	1	6	1	4	5	7	10	5	9	2	4	2	0	9	1	4	1	2	6	6	2	4	3	6	6	8
3	1	3	6	8	6	6	4	9	7	1	1	7	2	4	0	2	3	6	0	3	5	4	12	26	14	14	10	6	4	5	1	4	3	4	1	2	1	4	6	10	10	39	0	38	18	6	3	5	6	2	2	1	3	3	1	4	6	4	6	10	24	17	13	10	5	6	1	3	2	3	4	3	4	3	2	3	4	3	9	11	10	6	8	1	3	5	2	4	1	1	1	0	1	4	2	3	4	3	5
3	1	5	6	8	8	9	10	9	1	1	3	3	2	6	3	1	1	2	0	5	3	8	6	13	26	21	9	10	5	4	7	0	3	4	4	2	2	4	5	4	8	15	38	0	48	15	10	4	5	2	1	1	1	0	3	0	4	1	9	7	8	19	25	12	8	5	1	1	1	6	4	0	0	0	4	8	2	4	6	4	8	3	6	6	4	4	3	2	3	0	0	2	1	3	2	4	7	1	4
2	2	7	3	3	6	6	6	7	2	3	7	6	2	3	1	5	1	1	1	1	4	5	4	10	11	21	13	12	7	5	3	1	2	5	4	3	2	6	2	2	5	6	18	48	0	46	12	8	7	2	3	5	4	1	2	7	2	4	4	7	9	5	16	21	14	9	10	9	2	1	0	3	1	1	0	2	2	2	5	6	8	9	8	8	4	7	0	2	3	2	2	4	1	1	1	1	5	5	0
3	1	5	1	4	7	3	6	11	8	4	7	5	3	4	0	3	1	2	2	1	4	2	6	3	10	21	24	25	8	11	8	3	4	2	5	6	2	5	3	5	5	5	6	15	46	0	39	16	7	8	7	7	4	2	1	1	3	2	1	3	3	6	15	24	20	12	7	5	3	3	5	4	3	1	1	5	3	0	2	9	10	8	12	4	7	3	3	6	7	1	4	1	2	0	1	1	1	1	2
3	1	2	1	3	2	3	5	11	13	10	4	5	7	4	4	0	3	3	5	3	2	2	2	6	4	9	9	24	11	9	10	2	6	1	4	6	4	4	0	2	2	6	3	10	12	39	0	43	17	7	6	3	3	1	2	3	4	2	6	3	2	6	9	5	17	16	8	3	4	6	6	5	1	0	0	2	3	2	4	6	4	6	4	4	11	4	3	5	4	0	4	3	1	2	2	9	4	1	5
3	0	1	3	5	5	2	6	2	4	7	9	5	2	3	2	0	1	3	3	1	3	1	1	3	5	10	11	8	23	21	12	7	12	2	3	10	0	1	0	2	1	0	5	4	8	16	43	0	40	14	10	5	2	3	4	2	4	3	3	4	1	3	4	4	15	15	17	17	16	5	4	1	3	7	4	3	4	5	4	4	3	5	6	3	7	6	6	3	7	4	4	5	6	2	1	1	4	1	2
1	2	3	0	2	6	4	1	2	10	3	5	4	5	4	7	3	3	3	4	2	2	4	1	3	2	3	8	9	18	16	21	9	8	3	4	1	3	3	3	2	3	3	6	5	7	7	17	40	0	34	12	6	10	8	3	4	6	2	2	7	6	2	5	3	6	12	20	26	14	6	8	3	3	6	2	2	0	4	2	5	2	3	4	9	5	5	6	11	6	4	4	1	1	1	1	4	3	1	1
3	2	3	1	0	1	4	5	7	4	7	6	10	5	6	10	4	2	4	1	0	1	2	2	0	3	2	3	13	9	10	21	20	8	9	5	4	5	1	5	1	5	4	2	2	2	8	7	14	34	0	51	15	10	6	3	1	3	4	4	4	1	5	6	2	6	10	16	22	23	15	6	4	3	3	5	5	4	1	1	3	5	2	6	10	5	9	13	4	10	3	5	4	3	1	2	6	2	0	3
1	1	1	1	3	1	4	4	1	4	2	5	8	11	8	9	7	4	3	5	6	3	0	2	2	0	3	2	3	4	11	12	21	19	12	13	5	3	2	3	7	2	4	2	1	3	7	6	10	12	51	0	38	13	7	4	2	0	5	5	2	6	4	1	3	9	7	4	5	19	26	14	11	3	6	1	2	0	2	0	3	5	0	3	2	4	6	14	6	5	6	6	2	2	8	3	1	1	0	1
3	2	0	1	4	0	2	2	2	3	5	2	7	7	8	5	9	5	2	0	2	3	1	2	3	1	3	3	3	3	3	8	15	18	14	14	9	7	4	6	2	4	4	1	1	5	7	3	5	6	15	38	0	42	19	3	4	4	3	5	3	1	4	2	2	4	2	8	3	8	30	26	11	10	6	5	10	1	2	1	2	4	5	0	1	5	3	7	5	9	10	9	9	4	9	3	1	4	3	2
4	3	4	1	1	2	4	2	1	5	3	2	2	2	11	8	7	6	1	4	4	2	2	3	3	4	4	1	0	4	8	8	8	18	30	21	19	10	3	3	0	1	5	3	1	4	4	3	2	10	10	13	42	0	29	15	11	2	3	2	4	5	2	3	2	1	2	3	8	13	11	18	19	16	6	5	3	5	1	5	2	1	2	3	2	4	2	5	8	8	6	6	6	6	5	5	0	5	3	2
3	5	6	4	2	5	3	4	2	2	1	2	1	4	6	3	7	6	9	4	6	5	3	3	1	1	3	2	5	3	3	1	5	2	18	23	29	11	3	3	8	5	2	3	0	1	2	1	3	8	6	7	19	29	0	34	16	4	12	4	5	6	4	4	3	7	2	2	4	4	5	3	15	17	13	2	8	6	6	4	5	0	5	2	3	3	2	1	6	5	7	9	10	3	5	4	3	2	3	4
2	4	3	4	4	1	5	3	2	1	3	0	2	4	2	2	7	10	9	6	4	2	1	7	1	6	1	5	2	5	5	3	4	6	11	17	14	22	9	11	2	4	1	1	3	2	1	2	4	3	3	4	3	15	34	0	45	12	5	9	1	8	3	4	3	5	5	1	4	6	5	7	16	18	19	13	13	4	7	6	4	3	3	2	8	6	3	6	1	4	7	8	4	9	8	2	2	5	1	0
3	5	1	8	4	1	3	4	4	3	3	6	2	5	2	4	7	6	7	2	7	3	2	2	2	1	1	1	5	3	5	3	2	4	5	7	14	24	25	10	10	7	4	4	0	7	1	3	2	4	1	2	4	11	16	45	0	45	17	6	7	5	6	3	2	1	3	0	7	3	3	8	5	8	23	25	19	5	7	8	2	0	3	1	2	2	0	0	6	2	3	7	8	5	8	6	8	8	2	5
1	4	5	4	0	2	1	2	3	3	5	1	7	0	2	3	0	6	5	10	6	5	7	1	2	5	5	1	3	2	5	3	2	2	1	6	9	17	26	15	14	7	1	6	4	2	3	4	4	6	3	0	4	2	4	12	45	0	33	18	7	2	2	6	0	2	4	1	2	4	1	2	5	8	14	22	22	17	7	3	4	3	2	1	5	3	4	1	4	3	3	4	5	7	1	12	9	4	4	3
6	3	2	5	4	3	2	3	5	1	4	3	0	2	2	6	1	9	5	5	7	6	7	2	3	3	2	4	3	2	1	1	5	3	5	5	9	11	14	24	16	9	11	4	1	4	2	2	3	2	4	5	3	3	12	5	17	33	0	30	14	8	3	3	1	2	3	3	1	8	1	2	4	4	7	8	14	29	8	10	5	4	3	4	6	2	1	0	1	2	4	3	4	2	5	4	6	10	3	0
3	5	1	7	3	4	1	0	3	2	1	1	2	3	3	0	1	2	2	8	7	6	15	2	5	5	5	2	1	3	1	1	2	2	5	4	4	5	15	17	24	16	14	6	9	4	1	6	3	2	4	5	5	2	4	9	6	18	30	0	40	8	10	4	4	5	1	2	5	2	2	7	4	7	8	12	15	19	23	22	13	4	10	2	0	0	4	5	2	5	6	0	4	4	6	9	8	9	7	2
4	4	3	2	8	4	6	4	1	6	1	1	2	2	1	0	3	0	1	3	5	9	10	13	8	6	5	2	3	6	3	2	2	5	2	0	3	3	6	3	19	23	18	10	7	7	3	3	4	7	4	2	3	4	5	1	7	7	14	40	0	37	15	6	7	6	5	4	5	3	5	6	0	4	4	3	10	29	19	15	14	12	3	4	1	3	2	1	2	2	6	0	1	5	5	5	5	13	11	3
5	7	5	6	3	3	1	2	3	5	2	5	1	3	1	2	2	2	2	3	4	3	7	5	5	6	9	3	2	1	2	0	2	3	1	3	0	10	4	2	7	16	17	24	8	9	3	2	1	6	1	6	1	5	6	8	5	2	8	8	37	0	27	9	7	4	4	3	5	3	3	4	5	2	3	8	4	9	11	14	19	23	3	10	3	6	3	5	4	4	1	0	5	3	2	6	9	10	5	7
2	4	6	4	5	6	8	7	3	7	2	2	3	1	3	3	3	2	3	3	4	3	5	7	10	3	4	6	5	5	2	1	2	2	3	6	2	0	2	3	3	8	14	17	19	5	6	6	3	2	5	4	4	2	4	3	6	2	3	10	15	27	0	39	19	7	7	7	1	4	5	3	1	1	0	3	5	5	7	15	16	17	14	8	5	2	3	1	5	3	2	1	2	6	3	3	5	7	4	8
1	1	1	2	7	1	6	2	3	4	2	5	1	3	3	1	0	0	0	2	3	4	2	8	12	5	8	6	5	2	4	1	4	2	1	3	2	5	3	1	2	6	7	13	25	16	15	9	4	5	6	1	2	3	4	4	3	6	3	4	6	9	39	0	40	8	10	6	2	1	0	1	2	3	0	1	3	8	3	7	10	22	34	12	9	4	5	4	3	2	2	4	3	1	3	3	3	6	0	6
2	3	1	1	1	4	4	6	6	5	2	2	2	1	2	3	1	5	0	1	3	4	4	8	10	6	8	16	6	5	10	2	1	2	2	4	1	4	4	1	5	3	3	10	12	21	24	5	4	3	2	3	2	2	3	3	2	0	1	4	7	7	19	40	0	36	16	17	8	8	2	6	0	6	5	2	3	3	2	4	6	11	17	24	17	8	4	3	2	1	2	5	2	2	2	4	0	2	6	4
0	1	5	2	2	2	1	3	5	7	2	5	4	4	2	2	5	1	2	1	2	3	6	5	3	4	3	12	7	10	4	4	3	1	5	2	0	2	1	2	3	2	2	5	8	14	20	17	15	6	6	9	4	1	7	5	1	2	2	5	6	4	7	8	36	0	33	13	6	2	4	7	3	5	1	4	0	5	1	5	6	6	17	21	22	12	9	4	5	2	3	4	3	4	5	8	2	4	6	1
3	3	2	4	3	2	6	4	5	6	0	5	4	2	4	2	0	2	2	2	4	7	3	4	2	5	3	3	8	13	2	6	3	1	4	4	1	0	3	5	1	5	5	6	5	9	12	16	15	12	10	7	2	2	2	5	3	4	3	1	5	4	7	10	16	33	0	37	17	12	1	5	2	0	1	3	1	5	3	2	4	6	3	14	20	32	14	12	2	5	2	3	2	1	3	3	4	4	3	6
2	3	1	0	1	3	0	4	1	3	4	4	3	5	0	3	1	2	8	1	0	4	1	0	3	4	3	6	7	5	6	11	7	4	2	3	5	2	4	1	1	1	2	1	1	10	7	8	17	20	16	4	8	3	2	1	0	1	3	2	4	3	7	6	17	13	37	0	37	17	10	2	4	4	3	0	1	0	2	1	0	5	4	6	12	25	34	23	12	7	3	3	4	2	7	3	1	2	1	3
1	1	3	0	0	1	5	1	3	5	4	4	2	2	3	6	5	1	4	1	2	2	1	2	4	1	2	5	5	5	8	4	6	7	4	2	4	3	1	3	5	3	3	3	1	9	5	3	17	26	22	5	3	8	4	4	7	2	1	5	5	5	1	2	8	6	17	37	0	41	13	9	2	4	2	2	3	1	6	5	3	5	1	4	2	8	28	22	13	8	7	2	2	3	4	3	2	0	4	4
3	1	2	1	2	2	2	4	2	1	3	4	7	6	4	3	2	3	1	0	1	3	1	2	0	4	2	3	5	6	6	7	11	13	3	4	5	5	4	1	2	3	5	2	1	2	3	4	16	14	23	19	8	13	4	6	3	4	8	2	3	3	4	1	8	2	12	17	41	0	26	18	6	3	1	5	2	1	3	1	3	2	3	5	7	11	17	21	23	12	11	2	5	4	3	3	2	2	1	2
